iter	Logloss
0	0.6856161398
1	0.6772565913
2	0.6691738909
3	0.6610991868
4	0.6540223095
5	0.6475495504
6	0.6407385656
7	0.6336678184
8	0.6271982003
9	0.6210441821
10	0.6142075604
11	0.6079658878
12	0.6024493901
13	0.5963683409
14	0.5911094037
15	0.5855770463
16	0.5798381743
17	0.5744059904
18	0.5688847108
19	0.5645119526
20	0.5598158694
21	0.5558848957
22	0.551321482
23	0.5466598053
24	0.542335794
25	0.5386515938
26	0.5347089483
27	0.5310660623
28	0.5277580369
29	0.5241250181
30	0.5210679847
31	0.5176809817
32	0.5144031041
33	0.5107824122
34	0.5080368505
35	0.5051160591
36	0.5022657334
37	0.4992590278
38	0.4964835138
39	0.4933396863
40	0.490497511
41	0.4879494137
42	0.4848749619
43	0.4826195831
44	0.4802274514
45	0.4779352023
46	0.4755393081
47	0.4738123895
48	0.4713890082
49	0.4688970378
50	0.4669078175
51	0.4646536543
52	0.4623628645
53	0.4602065
54	0.4579228767
55	0.4553101117
56	0.4532166511
57	0.4512815741
58	0.448734702
59	0.4469927826
60	0.4451336096
61	0.4435707932
62	0.4414461042
63	0.4397780006
64	0.4380527418
65	0.4363816783
66	0.4346568225
67	0.4332064888
68	0.4318938249
69	0.4299100233
70	0.4284473992
71	0.4271108066
72	0.4259492822
73	0.4241166149
74	0.4231133538
75	0.4218243553
76	0.4204818862
77	0.4186723082
78	0.4176572973
79	0.4166817245
80	0.4150617037
81	0.4140571113
82	0.4122504033
83	0.4110454555
84	0.4097900834
85	0.4084799574
86	0.4073201004
87	0.4060381884
88	0.4050590404
89	0.4035951466
90	0.4024227201
91	0.4016002408
92	0.4002167769
93	0.3992003464
94	0.3980626845
95	0.3967209535
96	0.3962555315
97	0.3952132301
98	0.3944073174
99	0.3935496757
100	0.3926196067
101	0.3916635298
102	0.3908919264
103	0.3897186296
104	0.3889500924
105	0.3883475497
106	0.3871801216
107	0.386168473
108	0.3852800422
109	0.3841780842
110	0.3832389979
111	0.3825716164
112	0.3818013433
113	0.3808852473
114	0.3801390131
115	0.3792887118
116	0.3783346127
117	0.3775715855
118	0.3768469292
119	0.3762282236
120	0.3754503129
121	0.3749256945
122	0.3741597734
123	0.373250739
124	0.3723506069
125	0.3717523215
126	0.3711014383
127	0.3702867085
128	0.3693696556
129	0.3685487067
130	0.3677686124
131	0.3670932558
132	0.366378622
133	0.3656136888
134	0.3647397108
135	0.363929816
136	0.3633254949
137	0.3629533974
138	0.3623263827
139	0.3618545241
140	0.361073158
141	0.3604811561
142	0.3597666018
143	0.3589541889
144	0.3584634213
145	0.3578629342
146	0.3572229723
147	0.3564679026
148	0.3557648605
149	0.3552482195
150	0.3546984376
151	0.3541177954
152	0.3534805016
153	0.3526641843
154	0.3520557217
155	0.351684922
156	0.3510722899
157	0.3502257656
158	0.3495253736
159	0.3489128938
160	0.3483997277
161	0.3477179929
162	0.3471639037
163	0.3465406273
164	0.3459307713
165	0.3454109455
166	0.3449092713
167	0.3443841179
168	0.3438909872
169	0.3433704117
170	0.3425803742
171	0.3419363222
172	0.3412735965
173	0.3406785916
174	0.3401257371
175	0.3395671078
176	0.3391558476
177	0.3388320446
178	0.3386008552
179	0.3380880963
180	0.3376289075
181	0.3370892889
182	0.3367601804
183	0.3364905502
184	0.3358944556
185	0.3353485881
186	0.3348703961
187	0.3341014635
188	0.3336376433
189	0.3330412606
190	0.3326438482
191	0.3321668602
192	0.3315842564
193	0.3311705176
194	0.3308033466
195	0.330467345
196	0.3300968267
197	0.3297464537
198	0.3293527682
199	0.3288008014
200	0.3285204085
201	0.3280767079
202	0.327518851
203	0.3270552203
204	0.3265461836
205	0.3260475415
206	0.3256229636
207	0.3252142713
208	0.3245504242
209	0.3241238361
210	0.3237500159
211	0.3233131028
212	0.3230534065
213	0.3226277447
214	0.3222225195
215	0.3217363382
216	0.3212047958
217	0.3209665968
218	0.3206456639
219	0.3201779947
220	0.3196970318
221	0.3192877367
222	0.3188198054
223	0.3183800732
224	0.3180387565
225	0.3176522787
226	0.3173563473
227	0.3171138834
228	0.3166970164
229	0.3163712016
230	0.3158353296
231	0.3153676968
232	0.3149357274
233	0.3146072529
234	0.3141464215
235	0.3137015532
236	0.3132759918
237	0.3130187655
238	0.3127955044
239	0.3123445421
240	0.3119397871
241	0.3116309187
242	0.3114200541
243	0.311107474
244	0.3106566008
245	0.3103588482
246	0.3102040109
247	0.3097940207
248	0.30927796
249	0.3089696234
250	0.308486744
251	0.3081029373
252	0.3075828324
253	0.3073761794
254	0.307096628
255	0.3066722878
256	0.3063666166
257	0.3059942157
258	0.3056926503
259	0.3052517913
260	0.304823134
261	0.3043098558
262	0.3038132173
263	0.3035742533
264	0.3033530494
265	0.3031189713
266	0.3026302699
267	0.3023266521
268	0.3020399618
269	0.3016958672
270	0.3014039494
271	0.3009152639
272	0.3003766095
273	0.3000578728
274	0.2997187625
275	0.2993515435
276	0.2989392683
277	0.2987042915
278	0.2983131015
279	0.2980966682
280	0.2978248772
281	0.2975424069
282	0.2970684534
283	0.296691861
284	0.2962396828
285	0.2958217218
286	0.2954076683
287	0.29518393
288	0.2950298649
289	0.294631097
290	0.2942829853
291	0.2939617982
292	0.2937037174
293	0.2933765781
294	0.2931133665
295	0.2925612258
296	0.2923757112
297	0.2921732638
298	0.2919501314
299	0.291594188
300	0.2913237226
301	0.2909193848
302	0.2905570072
303	0.2903580454
304	0.2899298455
305	0.2898185834
306	0.2894460368
307	0.2891282908
308	0.2887599144
309	0.2884372625
310	0.2883137635
311	0.287962679
312	0.287626586
313	0.28748535
314	0.2871626173
315	0.2869100077
316	0.2865291943
317	0.2862360591
318	0.2858452176
319	0.285443955
320	0.2852169639
321	0.2848719217
322	0.2845987747
323	0.284517156
324	0.2841168472
325	0.2839313242
326	0.2837374966
327	0.2831767208
328	0.2828702488
329	0.2826417863
330	0.282303375
331	0.2820790583
332	0.2818170124
333	0.2814394674
334	0.2811753556
335	0.2809387238
336	0.2806822382
337	0.2804874647
338	0.2802809755
339	0.2799012352
340	0.2796610902
341	0.2793133877
342	0.2790245246
343	0.278803782
344	0.2785895816
345	0.2783524209
346	0.2779786779
347	0.2776836591
348	0.2774016803
349	0.2771918577
350	0.2768648241
351	0.2766197547
352	0.276368116
353	0.2759855925
354	0.2757369699
355	0.2755143342
356	0.2753649364
357	0.2749945559
358	0.2746783493
359	0.274307927
360	0.2741602975
361	0.2738793058
362	0.2735811387
363	0.2734557541
364	0.2731997982
365	0.2730180447
366	0.2725788715
367	0.2723377726
368	0.272097286
369	0.2719991361
370	0.2715523683
371	0.2713286858
372	0.2711476237
373	0.2709794665
374	0.2708561302
375	0.2706660745
376	0.2704792915
377	0.2702878395
378	0.2699060748
379	0.2694691977
380	0.2692808135
381	0.269153589
382	0.2687718315
383	0.2685342216
384	0.26837597
385	0.2680835919
386	0.2679367416
387	0.2676966157
388	0.2675305769
389	0.2672027353
390	0.2670255156
391	0.2668557737
392	0.2665951558
393	0.2662498554
394	0.2659501187
395	0.265563414
396	0.2652220441
397	0.2649628529
398	0.2646063276
399	0.2643384173
400	0.2640010083
401	0.2638518654
402	0.263633185
403	0.2633985304
404	0.2632478145
405	0.2630943122
406	0.2629236759
407	0.2627298311
408	0.262426467
409	0.2622081985
410	0.2619294122
411	0.2616068954
412	0.2612400194
413	0.2611880184
414	0.261006183
415	0.2608907997
416	0.2607475944
417	0.2606670137
418	0.2603826682
419	0.2600963963
420	0.2598101674
421	0.2595085868
422	0.2592296096
423	0.2589887369
424	0.2587278853
425	0.2586101803
426	0.2583365196
427	0.2582861278
428	0.258134614
429	0.2578771587
430	0.2576205781
431	0.2572727418
432	0.2570369648
433	0.2568783737
434	0.2567344218
