model_id,rmse,mse,mae,rmsle,mean_residual_deviance
StackedEnsemble_Best1000_1_AutoML_10_20250330_191247,6413.959503786274,41138876.51621026,3526.058993679555,3.378889398736477,41138876.51621026
GBM_grid_1_AutoML_10_20250330_191247_model_33,6417.413733524949,41183199.02723463,3509.843832009185,3.3032188918835432,41183199.02723463
XGBoost_grid_1_AutoML_10_20250330_191247_model_13,6421.114459878695,41230710.90686327,3114.885075312533,,41230710.90686327
GBM_grid_1_AutoML_10_20250330_191247_model_32,6424.042903483065,41268327.22579113,3545.9215800592965,,41268327.22579113
StackedEnsemble_AllModels_4_AutoML_10_20250330_191247,6456.308137293903,41683914.76368747,3421.337075201806,3.262322943838921,41683914.76368747
XGBoost_grid_1_AutoML_10_20250330_191247_model_55,6464.971188684973,41795852.47052679,3400.685353853554,,41795852.47052679
StackedEnsemble_AllModels_3_AutoML_10_20250330_191247,6469.307721662386,41851942.39756057,3361.4242113074006,3.2731669259523186,41851942.39756057
XGBoost_grid_1_AutoML_10_20250330_191247_model_21,6493.1932651532325,42161558.7786313,3327.072010114044,,42161558.7786313
XGBoost_grid_1_AutoML_10_20250330_191247_model_7,6494.934524953432,42184174.48343206,3314.3958748290584,,42184174.48343206
DRF_1_AutoML_10_20250330_191247,6585.508207286323,43368918.348235525,3368.914630043512,3.1898262084043205,43368918.348235525
StackedEnsemble_BestOfFamily_6_AutoML_10_20250330_191247,6608.793222501487,43676147.85778159,3471.874832026968,,43676147.85778159
XGBoost_grid_1_AutoML_10_20250330_191247_model_25,6609.1610530421285,43681009.82504894,3760.49718253836,,43681009.82504894
XGBoost_grid_1_AutoML_10_20250330_191247_model_12,6625.896933220802,43902510.16966483,3706.48210214089,,43902510.16966483
XGBoost_grid_1_AutoML_10_20250330_191247_model_17,6664.607404660326,44416991.85825325,3746.900034438818,,44416991.85825325
XGBoost_grid_1_AutoML_10_20250330_191247_model_26,6664.980100739502,44421959.74325354,3732.351676088252,,44421959.74325354
DeepLearning_grid_3_AutoML_10_20250330_191247_model_2,6669.765949289082,44485777.81829608,3850.553537455925,,44485777.81829608
XGBoost_grid_1_AutoML_10_20250330_191247_model_56,6695.352474849344,44827744.76247123,3709.8951448088246,,44827744.76247123
GBM_grid_1_AutoML_10_20250330_191247_model_17,6706.284351540989,44974249.80372354,3504.86016318986,,44974249.80372354
DeepLearning_1_AutoML_10_20250330_191247,6713.290323009116,45068266.96100784,3550.3120231251173,,45068266.96100784
XRT_1_AutoML_10_20250330_191247,6725.325671271072,45230005.38465769,3584.4741663586474,3.201015041644241,45230005.38465769
XGBoost_1_AutoML_10_20250330_191247,6732.730914973762,45329665.57344343,3725.290364376669,,45329665.57344343
XGBoost_grid_1_AutoML_10_20250330_191247_model_18,6751.092323520047,45577247.560691305,3743.890747808239,,45577247.560691305
XGBoost_grid_1_AutoML_10_20250330_191247_model_1,6780.58897473662,45976386.84431981,3408.200793517168,,45976386.84431981
XGBoost_grid_1_AutoML_10_20250330_191247_model_24,6780.679709901965,45977617.3282762,3625.011492390824,,45977617.3282762
XGBoost_grid_1_AutoML_10_20250330_191247_model_11,6795.989362876486,46185471.42033034,3428.681663460923,,46185471.42033034
XGBoost_grid_1_AutoML_10_20250330_191247_model_16,6809.863415806944,46374239.74194581,3658.4673911283057,,46374239.74194581
XGBoost_grid_1_AutoML_10_20250330_191247_model_15,6840.534063077331,46792906.26812126,4031.89413660009,,46792906.26812126
GBM_grid_1_AutoML_10_20250330_191247_model_1,6841.790462213087,46810096.72882997,3687.140963779208,,46810096.72882997
GBM_5_AutoML_10_20250330_191247,6861.437112922659,47079319.25459243,3589.7555795947624,3.246201730207543,47079319.25459243
XGBoost_grid_1_AutoML_10_20250330_191247_model_5,6948.961732660753,48288069.161983535,3371.9884465018554,,48288069.161983535
XGBoost_grid_1_AutoML_10_20250330_191247_model_19,6968.391526206039,48558480.462500125,3613.9631668496345,,48558480.462500125
XGBoost_grid_1_AutoML_10_20250330_191247_model_23,6989.020558955244,48846408.37349907,3763.7708050452175,,48846408.37349907
XGBoost_grid_1_AutoML_10_20250330_191247_model_2,7077.045391526062,50084571.47372028,3567.701223096358,,50084571.47372028
XGBoost_grid_1_AutoML_10_20250330_191247_model_8,7082.484125639889,50161581.38994102,4008.72857057548,,50161581.38994102
XGBoost_2_AutoML_10_20250330_191247,7145.933567797069,51064366.55536895,3778.4931566158575,,51064366.55536895
DeepLearning_grid_2_AutoML_10_20250330_191247_model_2,7273.53925836216,52904373.34293556,4544.978931117209,,52904373.34293556
DeepLearning_grid_3_AutoML_10_20250330_191247_model_1,7279.812321889232,52995667.44193029,3502.0688874617854,,52995667.44193029
DeepLearning_grid_2_AutoML_10_20250330_191247_model_1,7443.907915492557,55411765.05433273,3841.188846320833,,55411765.05433273
DeepLearning_grid_1_AutoML_10_20250330_191247_model_2,7655.296155670288,58603559.2310203,4830.484105618082,,58603559.2310203
DeepLearning_grid_1_AutoML_10_20250330_191247_model_1,7697.541340221111,59252142.68441301,4376.325943810443,,59252142.68441301
DeepLearning_grid_1_AutoML_10_20250330_191247_model_3,8045.179358760009,64724910.9146181,4679.47068003891,,64724910.9146181
DeepLearning_grid_1_AutoML_10_20250330_191247_model_4,10337.89619504046,106872097.739432,6560.01577883026,,106872097.739432
