iter	Logloss
183	0.2076397118
184	0.2067411633
185	0.206360728
186	0.2054188684
187	0.2044942262
188	0.2037162903
189	0.2029964916
190	0.202352381
191	0.2018878782
192	0.2014417896
193	0.200978603
194	0.1999249983
195	0.1990801496
196	0.1985102137
197	0.1982190635
198	0.1976378572
199	0.1973314054
200	0.1966698891
201	0.1961330693
202	0.195136395
203	0.1941557761
204	0.1931172044
205	0.1924413843
206	0.1916305761
207	0.1908266913
208	0.1903954335
209	0.1893301264
210	0.1885292122
211	0.1882292221
212	0.1879334342
213	0.1869351391
214	0.1864284143
215	0.1856792784
216	0.1848710385
217	0.18467983
218	0.184257829
219	0.1839548946
220	0.1834422035
221	0.1828912213
222	0.1823527706
223	0.1819716602
224	0.1808818185
225	0.1805653694
226	0.1802704743
227	0.1797434265
228	0.1794406993
229	0.1791980859
230	0.1786086831
231	0.178005932
232	0.1775797689
233	0.1768395096
234	0.1765661977
235	0.1759561265
236	0.1754214163
237	0.1749364595
238	0.174511209
239	0.1738612759
240	0.1730660008
241	0.1727405713
242	0.1723752098
243	0.1719917031
244	0.171277834
245	0.1706076904
246	0.1696766429
247	0.1689597658
248	0.1684108236
249	0.1677311285
250	0.1672844671
251	0.1666830311
252	0.1661841269
253	0.1658474697
254	0.1650445973
255	0.1644756682
256	0.1638888058
257	0.1630549575
258	0.1626035219
259	0.1621626145
260	0.1618439542
261	0.1614283914
262	0.1607071795
263	0.1604072739
264	0.1601960968
265	0.1591461711
266	0.1584921131
267	0.1576849266
268	0.1571792512
269	0.1568932164
270	0.1565560955
271	0.1558435021
272	0.1555044636
273	0.1548145396
274	0.1545166852
275	0.1538545031
276	0.1530188935
277	0.1522905467
278	0.1519678651
279	0.1515858493
280	0.151331533
281	0.1509712109
282	0.150455538
283	0.1498197366
284	0.1494278034
285	0.1491872654
286	0.1486809527
287	0.1479530696
288	0.1476754376
289	0.1467620733
290	0.1465629463
291	0.146019954
292	0.1457566502
293	0.145163426
294	0.1447107043
295	0.1443275736
296	0.1438484665
297	0.1431649765
298	0.1427380307
299	0.1420864883
300	0.1419054427
301	0.1412830143
302	0.1405233502
303	0.1401793145
304	0.1398416975
305	0.1389675785
306	0.1385684273
307	0.1381591637
308	0.1378199072
309	0.1375228681
310	0.1370074639
311	0.1367501638
312	0.1362585937
313	0.135963587
314	0.1356673449
315	0.134905454
316	0.1340946535
317	0.1336494016
318	0.1330773025
319	0.1326737692
320	0.1322172521
321	0.1318009327
322	0.1315412323
323	0.1313014768
324	0.1310648522
325	0.130868228
326	0.1304997088
327	0.1301550211
328	0.1298947234
329	0.1291571375
330	0.1289143674
331	0.128373439
332	0.1277678921
333	0.1274779568
334	0.1271909386
335	0.1266992096
336	0.1264674449
337	0.1261601509
338	0.125682585
339	0.1251726673
340	0.1247887364
341	0.1246943953
342	0.1240930049
343	0.1237583724
344	0.1234372246
345	0.1233135221
346	0.1227360395
347	0.1224311796
348	0.1220687311
349	0.1214494437
350	0.1210455847
351	0.1207837767
352	0.1203241441
353	0.1201601576
354	0.1199101805
355	0.1197997848
356	0.119413706
357	0.1188741345
358	0.1185445459
359	0.1182958438
360	0.1179202714
361	0.1175503701
362	0.1171399389
363	0.1170560143
364	0.116815822
365	0.1166137539
366	0.1163282445
367	0.1160688962
368	0.1157702724
369	0.1152811582
370	0.114968194
371	0.1147411124
372	0.1141777135
373	0.1136038121
374	0.1133603394
375	0.1131247923
376	0.112653972
377	0.1124117823
378	0.1121044092
379	0.1118408945
380	0.1115209107
381	0.111119705
382	0.1108972039
383	0.1105227232
384	0.1099523974
385	0.1094662189
386	0.1091176185
387	0.109049188
388	0.1088311232
389	0.1084618242
390	0.1080524398
391	0.1077022484
392	0.107435828
393	0.1071618953
394	0.1067909365
395	0.1063447323
396	0.1060088933
397	0.10558684
398	0.1054238695
399	0.1049812238
400	0.1044194589
401	0.104053811
402	0.1038011567
403	0.1037156087
404	0.1033607085
405	0.1028736609
406	0.1025516463
407	0.102402729
408	0.1021525998
409	0.1018976839
410	0.1018110789
411	0.1014696886
412	0.1010732771
413	0.100859273
414	0.1004129761
415	0.09991774994
416	0.09966717577
417	0.09935769859
418	0.09921229872
419	0.098960701
420	0.09850938438
421	0.09818437428
422	0.09788851362
423	0.09763163299
424	0.09736675089
425	0.09701584055
426	0.09674300607
427	0.09649748415
428	0.09621829364
429	0.09591104514
430	0.09565782336
431	0.09533994257
432	0.09513253426
433	0.0948751917
434	0.09435607635
435	0.09406291957
436	0.09371890963
437	0.09344237532
438	0.09320986341
439	0.09282327133
440	0.09262122861
441	0.09238785758
442	0.09206915125
443	0.09182428492
444	0.09156140647
445	0.09134327085
446	0.09120488789
447	0.09085529191
448	0.09049404936
449	0.09036211239
450	0.09011237351
451	0.08992693624
452	0.0897459891
453	0.08957048402
454	0.08932992707
455	0.08914091975
456	0.08886641481
457	0.08852228907
458	0.0883565898
459	0.08824023543
460	0.08811749531
461	0.0878816237
462	0.08757653248
463	0.08733847905
464	0.08703967116
465	0.08682496736
466	0.0864713845
467	0.08627616255
468	0.08614993812
469	0.08594867537
470	0.08567202866
471	0.08539094079
472	0.08503668766
473	0.08483348222
474	0.08447996666
475	0.08427700104
476	0.08419580236
477	0.08410324158
478	0.083782082
479	0.08359436378
480	0.08335487749
481	0.08318197246
482	0.08300961696
483	0.08286430542
484	0.08278641677
485	0.08266057322
486	0.08239851961
487	0.08224496195
488	0.08188409242
489	0.0817434695
490	0.08146868527
491	0.08134545458
492	0.08113176106
493	0.08090246499
494	0.08071570843
495	0.08053027844
496	0.08034617337
497	0.08023036795
498	0.08002559434
499	0.079748349
500	0.07961052357
501	0.07941340096
502	0.07922356998
503	0.07908115704
504	0.07889690975
505	0.07872881361
506	0.07856002112
507	0.07853145588
508	0.07830607715
509	0.07812473797
510	0.07795270699
511	0.07778419039
512	0.07766533744
513	0.07752899701
514	0.07734751513
515	0.07703740879
516	0.07688611576
517	0.0767591985
518	0.07664459386
519	0.07659071396
520	0.07648833926
521	0.07637781228
522	0.07625733702
523	0.0761516766
524	0.07595906316
525	0.07556894753
526	0.07536366514
527	0.0752268487
528	0.07511701384
529	0.07501015463
530	0.07479048198
531	0.07451427946
532	0.07440087784
533	0.07424322737
534	0.07402031199
535	0.07363895642
536	0.07351536786
537	0.0733799326
538	0.0732454785
539	0.07304649036
540	0.07285021209
541	0.07273558619
542	0.07249081111
543	0.07239709206
544	0.07222632622
545	0.07193661182
546	0.07185487054
547	0.0716771262
548	0.07157854764
549	0.07154687719
550	0.07137633357
551	0.07125862831
552	0.07118703591
553	0.07106110639
554	0.07096584055
555	0.07084016812
556	0.07074453349
557	0.07064547327
558	0.07036432327
559	0.07018286195
560	0.070095453
561	0.06996873318
562	0.06976432824
563	0.06960101821
564	0.06951634896
565	0.06947318169
566	0.06924853337
567	0.06906217037
568	0.06891881809
569	0.06877727743
570	0.06851726306
571	0.06832543007
572	0.06815931292
573	0.06801104593
574	0.06784226789
575	0.06769055204
576	0.06761978612
577	0.0674620949
578	0.06729050552
579	0.06715982313
580	0.06703664505
581	0.06691153226
582	0.06675665813
583	0.06667279833
584	0.06652550768
585	0.06638068378
586	0.06621804002
587	0.0660742506
588	0.06580890364
589	0.06574404991
590	0.06543851709
591	0.06509831421
592	0.06495565464
593	0.06472342707
594	0.06459364069
595	0.06452561928
596	0.06431506573
597	0.06408613597
598	0.06391294555
599	0.06380965252
600	0.06355677896
601	0.06338148399
602	0.06311709552
603	0.063012432
604	0.06296921046
605	0.06289865348
606	0.06274107383
607	0.062655294
608	0.06255206369
609	0.06230953738
610	0.06214231646
611	0.0620452808
612	0.06184116115
613	0.06172482028
614	0.06159953813
615	0.06146300508
616	0.06144496232
617	0.06129734857
618	0.06115684415
619	0.06109369447
620	0.06096937492
621	0.06087307907
622	0.06076341169
623	0.06070512621
624	0.06060473919
625	0.06045477085
626	0.06036897868
627	0.06027205073
628	0.06021429424
629	0.06009587936
630	0.05993295644
631	0.05986745369
632	0.05976519362
633	0.05954623551
634	0.05941489635
635	0.05928949288
636	0.05907843876
637	0.05893783299
638	0.05890650115
639	0.05878992821
640	0.05871803079
641	0.05859844321
642	0.05835180306
643	0.05828609079
644	0.05821881588
645	0.05807959928
646	0.05803681759
647	0.05797543514
648	0.05793228795
649	0.05775980057
650	0.0577374732
651	0.0576503857
652	0.05738971621
653	0.05726938471
654	0.05710859651
655	0.05694892242
656	0.0568271368
657	0.05665742952
658	0.05650253965
659	0.0564174241
660	0.05635166168
661	0.05630741871
662	0.05625257292
663	0.05614928647
664	0.05601647358
665	0.05592220323
666	0.05579539766
667	0.05574516992
668	0.05569970807
669	0.05562420537
670	0.05554954066
671	0.05553503976
672	0.0554736283
673	0.05535143643
674	0.05522958586
675	0.05517460184
676	0.05505364564
677	0.05494724788
678	0.05487493459
679	0.05476217399
680	0.05461443962
681	0.05441505651
682	0.0543015096
683	0.05425148186
684	0.05415654817
685	0.05397302881
686	0.05389168697
687	0.05383533527
688	0.05374513424
689	0.05372181103
690	0.05364215233
691	0.05353266547
692	0.05332912929
693	0.05312047486
694	0.05304454641
695	0.05287462573
696	0.05272760544
697	0.05254121379
698	0.05238504598
699	0.05223290932
700	0.0521435599
701	0.05211351235
702	0.05190417778
703	0.05183666868
704	0.05169371255
705	0.05165663341
706	0.05160460543
707	0.05146638995
708	0.05132148618
709	0.05124202092
710	0.05118851944
711	0.05109617933
712	0.05098925318
713	0.05085819789
714	0.05070030736
715	0.05054113289
716	0.05047282397
717	0.05032314914
718	0.05010328199
719	0.05000211018
720	0.04995510555
721	0.04990029723
722	0.04984262859
723	0.04982619767
724	0.04979468461
725	0.04970015058
726	0.04957844729
727	0.04946755106
728	0.04931678795
729	0.04925882253
730	0.04912970724
731	0.04897950588
732	0.04886574933
733	0.04884073006
734	0.04878732536
735	0.04873712885
736	0.04861370883
737	0.04848575486
738	0.04841351568
739	0.04826095785
740	0.0481636099
741	0.04807761467
742	0.04795225101
743	0.04789350573
744	0.04777486665
745	0.04766405686
746	0.04757832612
747	0.04750324552
748	0.04745516812
749	0.0473704923
750	0.04730102006
751	0.04720057361
752	0.04713326781
753	0.04710190073
754	0.04700258201
755	0.04690589529
756	0.04685492915
757	0.04679740908
758	0.04668913181
759	0.04660525381
760	0.04657336127
761	0.04653314205
762	0.0464702349
763	0.04634591253
764	0.04620966524
765	0.04608806448
766	0.04599431689
767	0.04590596237
768	0.04586070406
769	0.04569967275
770	0.04559638876
771	0.04551050311
772	0.04548008571
773	0.04546829233
774	0.04536838367
775	0.04529905836
776	0.04518707844
777	0.04515778361
778	0.04506124722
779	0.04499221976
780	0.04492429935
781	0.04479510808
782	0.04471465825
783	0.04461722914
784	0.04457453777
785	0.04447768298
786	0.0444060227
787	0.0442769437
788	0.04422302364
789	0.04402872107
790	0.04397747047
791	0.04385382671
792	0.04380702585
793	0.04370644727
794	0.04365859243
795	0.04360315999
796	0.04356736726
797	0.04346968916
798	0.04336989842
799	0.04331698347
800	0.04321981768
801	0.04314472018
802	0.04305289038
803	0.04295736827
804	0.04282511056
805	0.04275591068
806	0.04261669032
807	0.04253281889
808	0.04246063491
809	0.04237153424
810	0.04228113156
811	0.04212459567
812	0.04204706053
813	0.04200413251
814	0.04196011433
815	0.04179744274
816	0.04176403912
817	0.0416739539
818	0.04159161269
819	0.04150567113
820	0.04148152603
821	0.0414111687
822	0.04132417059
823	0.04120641307
824	0.04115222745
825	0.04113548753
826	0.04107816783
827	0.04098698036
828	0.0409676486
829	0.04088783499
830	0.04080136421
831	0.04069977241
832	0.04063007174
833	0.04057777597
834	0.04052201879
835	0.04042149718
836	0.040345059
837	0.04023887113
838	0.04015502436
839	0.0400410227
840	0.03999361111
841	0.03990356147
842	0.03983752328
843	0.03978224071
844	0.03974737957
845	0.03965431199
846	0.03957349162
847	0.03955569502
848	0.03951863597
849	0.03942250007
850	0.03932542108
851	0.03919233912
852	0.03912801625
853	0.03906151873
854	0.03896458654
855	0.03884491122
856	0.03878134753
857	0.03870310537
858	0.03855961262
859	0.038504321
860	0.03843096089
861	0.03835325406
862	0.03824997418
863	0.03817770364
864	0.03814085387
865	0.03809229047
866	0.03801916761
867	0.03800911962
868	0.03800031798
869	0.0379097188
870	0.03783769584
871	0.03780897885
872	0.03765795125
873	0.0375855467
874	0.03749587407
875	0.0374533335
876	0.03731804258
877	0.03728875151
878	0.03721589995
879	0.03713486336
880	0.03700549649
881	0.03691821733
882	0.03686974389
883	0.03680527328
884	0.03673108423
885	0.03666887366
886	0.03656390207
887	0.03648225956
888	0.03645206426
889	0.03641149798
890	0.03635213692
891	0.03627345198
892	0.036169746
893	0.03611721429
894	0.03603706383
895	0.03597496061
896	0.0358655145
897	0.0357993793
898	0.0357205452
899	0.03563463018
900	0.03556725333
901	0.0354920251
902	0.03543784442
903	0.03538427048
904	0.03532850096
905	0.03532126596
906	0.03530814213
907	0.03522978205
908	0.03515934099
909	0.03510036069
910	0.03504512439
911	0.0350016453
912	0.03497647605
913	0.0349394803
914	0.03486833361
915	0.03477178113
916	0.03472152391
917	0.03464431175
918	0.03458955041
919	0.03454798947
920	0.03452078392
921	0.03445553122
922	0.03440680245
923	0.03433977677
924	0.03425880653
925	0.03418386065
926	0.03412630734
927	0.03402427124
928	0.03398215735
929	0.03393451263
930	0.03389141712
931	0.03381722619
932	0.03372442241
933	0.03369485944
934	0.03364475889
935	0.03357572978
936	0.0335244362
937	0.03344083537
938	0.03331421208
939	0.03325622939
940	0.0331988081
941	0.0331330398
942	0.03304843903
943	0.03300756281
944	0.03292555621
945	0.03277945096
946	0.03273474689
947	0.03263386247
948	0.03258453332
949	0.03256101185
950	0.03252562091
951	0.03248038128
952	0.03242170306
953	0.0323838598
954	0.03233035163
955	0.03227704335
956	0.03224809416
957	0.03221917528
958	0.03216682044
959	0.03211988863
960	0.03207074057
961	0.03196669635
962	0.03191945659
963	0.03182267743
964	0.03178469442
965	0.03169117162
966	0.03164636278
967	0.03158353961
968	0.03153068914
969	0.03148592587
970	0.03145104911
971	0.03138894001
972	0.03135523491
973	0.0313177548
974	0.03125903783
975	0.03123535194
976	0.03120195384
977	0.03115784499
978	0.03110732586
979	0.03104679408
980	0.03098565816
981	0.03096822001
982	0.03091932142
983	0.03088757064
984	0.03082913624
985	0.03080681275
986	0.03079596834
987	0.0307468217
988	0.0307292903
989	0.03071930773
990	0.03064968175
991	0.03061357461
992	0.03059198234
993	0.03049948674
994	0.03041666881
995	0.03037048091
996	0.03033297849
997	0.03028813278
998	0.03027166099
999	0.03022676336
