iter	Logloss
280	0.2139011429
281	0.213496005
282	0.213093254
283	0.2127323735
284	0.2123948306
285	0.212349306
286	0.2119476124
287	0.2114532179
288	0.2108533971
289	0.2105179435
290	0.2099777857
291	0.2096395924
292	0.2090612417
293	0.2086554139
294	0.2080153183
295	0.2078067344
296	0.2066433897
297	0.2060930121
298	0.2052023784
299	0.2046457591
300	0.2041882106
301	0.2034528185
302	0.2031414502
303	0.202840936
304	0.202149794
305	0.2012456964
306	0.2006905891
307	0.2001656222
308	0.1997401657
309	0.1994420144
310	0.1990463164
311	0.1983381373
312	0.1979677468
313	0.1975805259
314	0.1975150618
315	0.1972005146
316	0.196875271
317	0.1965708534
318	0.1961888297
319	0.1959218239
320	0.195651612
321	0.1950311383
322	0.1947006807
323	0.1938530343
324	0.1935400034
325	0.1934639689
326	0.1930385847
327	0.1923638895
328	0.1915545814
329	0.1911453813
330	0.1906906416
331	0.1903451805
332	0.1902149944
333	0.1896274762
334	0.1892460478
335	0.1888631595
336	0.1880188111
337	0.1874605636
338	0.1871878792
339	0.18700819
340	0.1861023144
341	0.1855144254
342	0.185241194
343	0.1848263123
344	0.1845975439
345	0.1841829192
346	0.1838767826
347	0.1833429399
348	0.1827431601
349	0.1823261944
350	0.1815291233
351	0.181219188
352	0.1808650027
353	0.180193782
354	0.1799783179
355	0.1794935421
356	0.1790444757
357	0.1786222162
358	0.1784459097
359	0.1781913898
360	0.177627518
361	0.1774268663
362	0.1769603493
363	0.1766639596
364	0.1764984271
365	0.1760583189
366	0.1757467537
367	0.1753038723
368	0.1745904313
369	0.1742933549
370	0.1741452874
371	0.1737620241
372	0.1733604546
373	0.1731045973
374	0.172927026
375	0.1724070594
376	0.1720896717
377	0.171552233
378	0.1712697629
379	0.1709828496
380	0.170196956
381	0.1697647568
382	0.1694505775
383	0.1689161778
384	0.1684995604
385	0.168299795
386	0.1679627035
387	0.1674544658
388	0.1669727018
389	0.1666518202
390	0.1663711427
391	0.1659901204
392	0.1655529004
393	0.1651891258
394	0.164918074
395	0.1648135982
396	0.1644793584
397	0.1643503116
398	0.1640626781
399	0.1635018203
400	0.1630971373
401	0.1627636278
402	0.1621581379
403	0.1619727443
404	0.1615977035
405	0.1613335405
406	0.1608356299
407	0.1606821287
408	0.1602440764
409	0.1601145641
410	0.1598662005
411	0.1595171828
412	0.1592398349
413	0.1588718936
414	0.1582352607
415	0.1578359674
416	0.1575511405
417	0.1572804303
418	0.156996865
419	0.1565801807
420	0.1562385595
421	0.1555764623
422	0.1552191288
423	0.155041455
424	0.154759964
425	0.1542158819
426	0.1537220392
427	0.1535243413
428	0.1533291875
429	0.1527751276
430	0.1524743729
431	0.1521993701
432	0.151818888
433	0.1513101274
434	0.1512461694
435	0.1510231156
436	0.1508627036
437	0.1506414473
438	0.1503750918
439	0.1498755833
440	0.1498530329
441	0.1498045212
442	0.1494014042
443	0.1489846428
444	0.1486128867
445	0.1483459863
446	0.1482432314
447	0.1477927085
448	0.1473582324
449	0.1470300226
450	0.146765469
451	0.1462502066
452	0.1459012086
453	0.1453666083
454	0.144990825
455	0.1446014923
456	0.1444188535
457	0.1440881914
458	0.1435466246
459	0.1432464089
460	0.1430003708
461	0.1425707645
462	0.1423069547
463	0.1421067844
464	0.1417839946
465	0.141416044
466	0.1413192721
467	0.1410796698
468	0.1406506667
469	0.1403686619
470	0.1400638938
471	0.1396641903
472	0.1393248261
473	0.139073342
474	0.1388069894
475	0.1385119451
476	0.1381536062
477	0.1380224944
478	0.1378531284
479	0.1375765667
480	0.1372906651
481	0.1371117544
482	0.1369151797
483	0.1367949004
484	0.1366908474
485	0.1364115877
486	0.1361656565
487	0.1358779833
488	0.1358558528
489	0.1355977276
490	0.135481882
491	0.1351958053
492	0.1346694846
493	0.1343538041
494	0.134045816
495	0.1339738751
496	0.1336857751
497	0.1334364785
498	0.1332904402
499	0.1329513881
500	0.132695705
501	0.1325304474
502	0.1323662207
503	0.1321536225
504	0.1318642104
505	0.1316215517
506	0.1313371716
507	0.1310421536
508	0.1309921852
509	0.1308180324
510	0.1303674252
511	0.1298995063
