iter	Passed	Remaining
146	4111	23858
147	4123	23737
148	4137	23631
149	4157	23560
150	4190	23563
151	4217	23526
152	4257	23569
153	4284	23538
154	4326	23586
155	4344	23503
156	4378	23511
157	4407	23489
158	4425	23408
159	4443	23330
160	4465	23269
161	4483	23191
162	4502	23122
163	4518	23030
164	4533	22942
165	4553	22876
166	4572	22805
167	4597	22769
168	4621	22726
169	4654	22726
170	4681	22696
171	4703	22641
172	4724	22582
173	4741	22507
174	4759	22436
175	4776	22362
176	4813	22379
177	4843	22366
178	4884	22403
179	4909	22367
180	4939	22352
181	4967	22324
182	5006	22350
183	5035	22330
184	5067	22324
185	5089	22273
186	5107	22203
187	5121	22120
188	5137	22044
189	5160	21998
190	5177	21930
191	5203	21897
192	5220	21830
193	5249	21811
194	5264	21730
195	5285	21680
196	5304	21621
197	5320	21552
198	5333	21469
199	5351	21405
200	5366	21332
201	5386	21277
202	5404	21219
203	5421	21153
204	5430	21059
205	5442	20978
206	5454	20895
207	5468	20820
208	5486	20762
209	5498	20685
210	5513	20617
211	5533	20566
212	5544	20487
213	5558	20417
214	5583	20384
215	5619	20395
216	5660	20424
217	5692	20419
218	5720	20400
219	5749	20386
220	5764	20317
221	5776	20244
222	5802	20216
223	5818	20156
224	5833	20094
225	5846	20023
226	5861	19959
227	5873	19886
228	5889	19829
229	5906	19774
230	5926	19729
231	5940	19665
232	5959	19618
233	5975	19560
234	5996	19519
235	6020	19491
236	6039	19444
237	6053	19382
238	6073	19338
239	6084	19269
240	6097	19202
241	6115	19155
242	6132	19104
243	6147	19047
244	6161	18985
245	6172	18920
246	6186	18860
247	6205	18816
248	6230	18792
249	6240	18720
250	6258	18675
251	6269	18608
252	6283	18553
253	6295	18490
254	6314	18449
255	6326	18387
256	6340	18331
257	6354	18275
258	6368	18221
259	6381	18162
260	6393	18102
261	6412	18063
262	6428	18015
263	6444	17965
264	6457	17910
265	6475	17869
266	6490	17819
267	6502	17760
268	6518	17714
269	6536	17673
270	6548	17616
271	6559	17557
272	6574	17509
273	6585	17448
274	6595	17387
275	6612	17345
276	6633	17313
277	6643	17252
278	6659	17208
279	6691	17206
280	6765	17311
281	6814	17349
282	6859	17378
283	6901	17400
284	6946	17427
285	7002	17482
286	7027	17459
287	7056	17446
288	7083	17426
289	7104	17392
290	7131	17374
291	7151	17340
292	7166	17292
293	7180	17243
294	7193	17190
295	7208	17144
296	7228	17110
297	7239	17054
298	7254	17006
299	7267	16957
300	7281	16909
301	7299	16870
302	7313	16824
303	7332	16788
304	7354	16758
305	7363	16700
306	7375	16648
307	7393	16611
308	7407	16565
309	7420	16516
310	7430	16462
311	7448	16425
312	7463	16381
313	7485	16354
314	7512	16337
315	7536	16313
316	7553	16275
317	7569	16233
318	7593	16210
319	7612	16176
320	7639	16160
321	7670	16150
322	7691	16121
323	7715	16097
324	7732	16060
325	7751	16026
326	7777	16007
327	7797	15975
328	7819	15947
329	7855	15948
330	7890	15947
331	7909	15914
332	7929	15882
333	7965	15883
334	7987	15855
335	8007	15823
336	8022	15783
337	8043	15754
338	8063	15722
339	8081	15687
340	8098	15649
341	8110	15604
342	8128	15569
343	8147	15536
344	8168	15507
345	8210	15518
346	8225	15478
347	8243	15445
348	8275	15437
349	8298	15411
350	8318	15380
351	8339	15351
352	8356	15315
353	8370	15274
354	8382	15230
355	8395	15188
356	8410	15147
357	8424	15108
358	8435	15062
359	8453	15027
360	8464	14982
361	8477	14940
362	8495	14907
363	8509	14869
364	8525	14831
365	8543	14799
366	8559	14763
367	8575	14726
368	8590	14689
369	8601	14646
370	8613	14603
371	8630	14569
372	8646	14533
373	8664	14502
374	8680	14467
375	8702	14442
376	8726	14420
377	8757	14410
378	8782	14389
379	8804	14365
380	8824	14336
381	8839	14300
382	8854	14263
383	8870	14230
384	8883	14189
385	8900	14157
386	8917	14125
387	8939	14100
388	8960	14074
389	8981	14047
390	8999	14016
391	9015	13983
392	9033	13951
393	9057	13931
394	9073	13896
395	9089	13863
396	9100	13822
397	9115	13788
398	9133	13756
399	9147	13721
400	9167	13693
401	9180	13656
402	9204	13635
403	9222	13605
404	9240	13575
405	9253	13538
406	9272	13509
407	9280	13465
408	9304	13445
409	9323	13416
410	9353	13404
411	9384	13392
412	9409	13373
413	9436	13357
414	9459	13334
415	9485	13316
416	9505	13289
417	9530	13269
418	9551	13243
419	9571	13218
420	9590	13189
421	9608	13160
422	9622	13126
423	9638	13093
424	9660	13069
425	9695	13063
426	9716	13038
427	9754	13036
428	9787	13027
429	9834	13035
430	9866	13026
431	9895	13010
432	9928	13000
433	9946	12972
434	9966	12944
435	9988	12921
436	10025	12915
437	10060	12909
438	10087	12890
439	10107	12864
440	10129	12839
441	10153	12817
442	10177	12796
443	10198	12770
444	10229	12758
445	10255	12739
446	10290	12730
447	10328	12726
448	10377	12734
449	10411	12725
450	10432	12698
451	10468	12692
452	10489	12665
453	10528	12661
454	10554	12641
455	10573	12613
456	10602	12597
457	10631	12581
458	10657	12561
459	10691	12551
460	10712	12525
461	10736	12503
462	10754	12472
463	10777	12449
464	10798	12423
465	10818	12397
466	10835	12366
467	10847	12331
468	10864	12300
469	10878	12266
470	10893	12234
471	10908	12202
472	10917	12163
473	10931	12130
474	10941	12093
475	10952	12057
476	10968	12026
477	10982	11993
478	10994	11958
479	11007	11925
480	11020	11891
481	11046	11871
482	11080	11860
483	11120	11855
484	11141	11830
485	11162	11805
486	11182	11779
487	11216	11768
488	11239	11745
489	11264	11724
490	11299	11713
491	11326	11695
492	11348	11670
493	11368	11644
494	11391	11622
495	11415	11599
496	11431	11569
497	11462	11554
498	11480	11526
499	11496	11496
500	11516	11470
501	11531	11439
502	11552	11414
503	11590	11406
504	11610	11380
505	11624	11348
506	11656	11334
507	11687	11319
508	11707	11293
509	11729	11269
510	11747	11241
511	11762	11211
512	11775	11178
513	11798	11155
514	11814	11126
515	11836	11102
516	11855	11076
517	11871	11046
518	11888	11017
519	11904	10989
520	11923	10962
521	11941	10935
522	11953	10901
523	11971	10874
524	11983	10842
525	11996	10810
526	12006	10776
527	12015	10741
528	12030	10711
529	12068	10702
530	12090	10678
531	12114	10657
532	12139	10636
533	12160	10611
534	12177	10583
535	12195	10557
536	12211	10528
537	12226	10499
538	12244	10472
539	12256	10440
540	12266	10407
541	12275	10373
542	12289	10342
543	12299	10309
544	12313	10279
545	12320	10244
546	12330	10211
547	12347	10184
548	12357	10152
549	12367	10118
550	12376	10085
551	12397	10061
552	12409	10030
553	12425	10003
554	12437	9972
555	12451	9943
556	12462	9911
557	12473	9880
558	12486	9851
559	12496	9818
560	12507	9787
561	12518	9756
562	12527	9723
563	12540	9694
564	12549	9662
565	12555	9627
566	12569	9599
567	12578	9566
568	12587	9534
569	12599	9505
570	12611	9475
571	12620	9443
572	12636	9416
573	12644	9384
574	12653	9352
575	12665	9323
576	12676	9293
577	12688	9264
578	12699	9233
579	12709	9203
580	12719	9173
581	12733	9145
582	12745	9116
583	12755	9085
584	12769	9058
585	12782	9030
586	12799	9005
587	12813	8978
588	12839	8959
589	12859	8936
590	12873	8908
591	12892	8885
592	12902	8855
593	12913	8826
594	12928	8800
595	12937	8769
596	12949	8741
597	12964	8714
598	12977	8687
599	12992	8661
600	13003	8632
601	13023	8610
602	13034	8581
603	13043	8551
604	13056	8524
605	13066	8495
606	13074	8465
607	13082	8434
608	13097	8409
609	13106	8379
610	13124	8355
611	13135	8327
612	13150	8302
613	13163	8275
614	13179	8250
615	13194	8225
616	13212	8201
617	13227	8176
618	13237	8147
619	13251	8122
620	13264	8095
621	13277	8068
622	13288	8041
623	13300	8014
624	13314	7988
625	13324	7960
626	13344	7938
627	13354	7910
628	13370	7886
629	13384	7860
630	13396	7834
631	13414	7811
632	13424	7783
633	13438	7758
634	13449	7731
635	13458	7702
636	13473	7677
637	13485	7651
638	13502	7628
639	13515	7602
640	13526	7575
641	13539	7549
642	13547	7521
643	13557	7494
644	13570	7469
645	13582	7443
646	13599	7419
647	13610	7393
648	13624	7368
649	13636	7342
650	13646	7315
651	13660	7291
652	13669	7263
653	13679	7237
654	13694	7213
655	13709	7189
656	13724	7165
657	13741	7142
658	13753	7116
659	13766	7092
660	13778	7066
661	13793	7042
662	13806	7017
663	13818	6992
664	13831	6967
665	13839	6940
666	13848	6913
667	13865	6891
668	13874	6864
669	13887	6840
670	13900	6815
671	13915	6792
672	13927	6767
673	13940	6742
674	13954	6718
675	13963	6692
676	13983	6671
677	14006	6651
678	14027	6631
679	14043	6608
680	14058	6585
681	14070	6560
682	14087	6538
683	14104	6516
684	14119	6492
685	14137	6470
686	14152	6447
687	14169	6425
688	14188	6404
689	14208	6383
690	14225	6361
691	14242	6339
692	14252	6313
693	14260	6287
694	14271	6263
695	14283	6238
696	14293	6213
697	14305	6189
698	14318	6165
699	14330	6141
700	14344	6118
701	14351	6092
702	14364	6068
703	14377	6045
704	14388	6020
705	14395	5994
706	14409	5971
707	14421	5947
708	14428	5921
709	14436	5896
710	14447	5872
711	14456	5847
712	14469	5824
713	14482	5800
714	14494	5777
715	14506	5753
716	14515	5729
717	14521	5703
718	14532	5679
719	14545	5656
720	14554	5632
721	14572	5610
722	14581	5586
723	14591	5562
724	14603	5539
725	14611	5514
726	14625	5492
727	14633	5467
728	14640	5442
729	14650	5418
730	14663	5396
731	14673	5372
732	14686	5349
733	14696	5325
734	14705	5301
735	14720	5280
736	14729	5256
737	14737	5232
738	14745	5207
739	14756	5184
740	14771	5163
741	14780	5139
742	14793	5117
743	14804	5093
744	14812	5069
745	14826	5048
746	14836	5025
747	14846	5001
748	14854	4978
749	14867	4955
750	14879	4933
751	14894	4912
752	14901	4887
753	14911	4865
754	14921	4842
755	14929	4818
756	14940	4795
757	14948	4772
758	14962	4751
759	14978	4729
760	14989	4707
761	14998	4684
762	15012	4663
763	15023	4640
764	15032	4617
765	15049	4597
766	15059	4574
767	15066	4551
768	15076	4528
769	15083	4505
770	15095	4483
771	15107	4461
772	15122	4440
773	15129	4417
774	15142	4396
775	15153	4374
776	15164	4352
777	15179	4331
778	15188	4308
779	15194	4285
780	15203	4263
781	15215	4241
782	15225	4219
783	15236	4197
784	15250	4176
785	15261	4155
786	15273	4133
787	15280	4111
788	15288	4088
789	15300	4067
790	15312	4045
791	15319	4023
792	15331	4001
793	15340	3979
794	15347	3957
795	15362	3937
796	15372	3915
797	15378	3892
798	15386	3870
799	15398	3849
800	15405	3827
801	15413	3805
802	15424	3784
803	15432	3762
804	15445	3741
805	15457	3720
806	15468	3699
807	15478	3678
808	15488	3656
809	15494	3634
810	15513	3615
811	15528	3595
812	15540	3574
813	15549	3553
814	15559	3531
815	15569	3510
816	15575	3488
817	15584	3467
818	15594	3446
819	15604	3425
820	15613	3404
821	15623	3383
822	15633	3362
823	15644	3341
824	15658	3321
825	15665	3300
826	15675	3279
827	15691	3259
828	15701	3238
829	15716	3219
830	15725	3198
831	15733	3176
832	15745	3156
833	15751	3135
834	15762	3114
835	15771	3093
836	15778	3072
837	15788	3052
838	15799	3031
839	15810	3011
840	15820	2990
841	15829	2970
842	15839	2950
843	15848	2929
844	15859	2909
845	15868	2888
846	15883	2869
847	15893	2848
848	15904	2828
849	15915	2808
850	15925	2788
851	15939	2768
852	15950	2748
853	15958	2728
854	15967	2707
855	15981	2688
856	15989	2668
857	16002	2648
858	16011	2628
859	16021	2608
860	16034	2588
861	16046	2568
862	16055	2548
863	16072	2529
864	16080	2509
865	16090	2489
866	16099	2469
867	16107	2449
868	16117	2429
869	16129	2410
870	16141	2390
871	16153	2371
872	16162	2351
873	16171	2331
874	16184	2312
875	16194	2292
876	16203	2272
877	16213	2252
878	16225	2233
879	16233	2213
880	16245	2194
881	16257	2175
882	16271	2156
883	16281	2136
884	16290	2116
885	16303	2097
886	16314	2078
887	16323	2058
888	16335	2039
889	16342	2019
890	16349	2000
891	16357	1980
892	16366	1960
893	16372	1941
894	16384	1922
895	16397	1903
896	16405	1883
897	16417	1864
898	16424	1845
899	16433	1825
900	16447	1807
901	16456	1787
902	16466	1768
903	16478	1749
904	16487	1730
905	16502	1712
906	16513	1693
907	16523	1674
908	16536	1655
909	16545	1636
910	16555	1617
911	16569	1598
912	16581	1580
913	16593	1561
914	16606	1542
915	16616	1523
916	16629	1505
917	16641	1486
918	16651	1467
919	16665	1449
920	16674	1430
921	16686	1411
922	16696	1392
923	16713	1374
924	16725	1356
925	16737	1337
926	16747	1318
927	16756	1300
928	16767	1281
929	16774	1262
930	16781	1243
931	16790	1225
932	16802	1206
933	16811	1187
934	16821	1169
935	16833	1151
936	16841	1132
937	16852	1113
938	16865	1095
939	16874	1077
940	16887	1058
941	16899	1040
942	16914	1022
943	16925	1004
944	16934	985
945	16949	967
946	16959	949
947	16966	930
948	16978	912
949	16989	894
950	16999	875
951	17010	857
952	17016	839
953	17022	820
954	17030	802
955	17041	784
956	17050	766
957	17058	747
958	17068	729
959	17078	711
960	17084	693
961	17092	675
962	17101	657
963	17118	639
964	17127	621
965	17144	603
966	17153	585
967	17161	567
968	17171	549
969	17182	531
970	17189	513
971	17198	495
972	17211	477
973	17219	459
974	17229	441
975	17239	423
976	17247	406
977	17256	388
978	17264	370
979	17280	352
980	17289	334
981	17299	317
982	17306	299
983	17320	281
984	17338	264
985	17347	246
986	17362	228
987	17373	211
988	17385	193
989	17396	175
990	17407	158
991	17420	140
992	17428	122
993	17440	105
994	17447	87
995	17455	70
996	17464	52
997	17475	35
998	17483	17
999	17491	0
