seq_length,molecular_weight,nh3_tail,po3_pos,biotinylated,acylated_n_terminal,cyclic,amidated,stearyl_uptake,hexahistidine_tagged,aromaticity,instability_index,isoelectric_point,helix_fraction,turn_fraction,sheet_fraction,molar_extinction_coefficient_reduced,molar_extinction_coefficient_oxidized,gravy,is_cpp
13.0,1552.8183,0,0,0,0,0,0,0,0,0.15384615384615385,14.200000000000005,8.058241844177246,0.15384615384615385,0.23076923076923078,0.38461538461538464,6990.0,7115.0,0.023076923076923047,1
16.0,1399.6978,0,0,0,0,0,0,0,0,0.0,-16.562500000000004,5.518122673034666,0.375,0.25,0.5,0.0,0.0,2.1125,1
12.0,1447.6198,0,0,0,0,0,0,0,0,0.25,23.466666666666665,5.8159589767456055,0.0,0.33333333333333337,0.33333333333333337,11000.0,11125.0,-0.375,0
5.0,691.885,0,0,0,0,0,0,0,0,0.2,55.36,9.790184974670407,0.6,0.0,0.2,5500.0,5500.0,-2.02,1
10.0,1332.7465,0,0,0,0,0,0,0,0,0.1,32.68,10.48663692474365,0.8,0.0,0.1,5500.0,5500.0,-2.96,1
15.0,1973.6080000000002,0,0,0,0,0,0,0,0,0.06666666666666667,25.119999999999997,10.745090675354007,0.8666666666666667,0.0,0.06666666666666667,5500.0,5500.0,-3.2733333333333334,1
20.0,2614.4695,0,0,0,0,0,0,0,0,0.05,21.34,10.906197166442869,0.9,0.0,0.05,5500.0,5500.0,-3.4299999999999997,1
10.0,1593.8835,0,0,0,0,0,0,0,0,0.4,204.52,11.526383018493654,0.0,0.0,0.4,22000.0,22125.0,-1.6600000000000001,1
10.0,1618.9129,0,0,0,0,0,0,0,0,0.4,204.52,11.999967765808105,0.1,0.0,0.4,22000.0,22000.0,-2.3,1
12.0,1936.2791,0,0,0,0,0,0,0,0,0.41666666666666663,219.83333333333334,11.82500057220459,0.0,0.0,0.41666666666666663,27500.0,27625.0,-1.8333333333333333,1
30.0,4551.4635,0,0,0,0,0,0,0,0,0.06666666666666667,418.51999999999987,11.999967765808105,0.0,0.0,0.06666666666666667,11000.0,11250.0,-3.3266666666666667,1
9.0,1087.2321,0,0,0,0,0,0,0,0,0.2222222222222222,9.277777777777782,8.058241844177246,0.0,0.3333333333333333,0.2222222222222222,1490.0,1615.0,-0.7777777777777778,0
12.0,1662.9706999999999,0,0,0,0,0,0,0,0,0.08333333333333334,188.50833333333335,11.999967765808105,0.16666666666666669,0.08333333333333334,0.08333333333333334,1490.0,1490.0,-3.125,1
9.0,1240.5664,0,0,0,0,0,0,0,0,0.2222222222222222,98.84444444444446,9.502655982971191,0.33333333333333337,0.0,0.2222222222222222,11000.0,11125.0,-1.1666666666666667,1
6.0,711.9608999999999,0,0,0,0,0,0,0,0,0.0,8.333333333333334,9.107013511657716,0.5,0.0,0.0,0.0,125.0,-0.6999999999999998,1
7.0,1021.2039999999998,0,0,0,0,1,0,0,0,0.14285714285714288,281.57142857142856,11.999967765808105,0.0,0.0,0.14285714285714288,0.0,0.0,-2.314285714285714,1
13.0,1826.1524,0,0,0,0,0,0,0,0,0.0,317.66153846153844,11.999967765808105,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.0,-2.930769230769231,1
13.0,1812.1257999999998,0,0,0,0,0,0,0,0,0.0,355.1923076923076,11.999967765808105,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.0,-2.930769230769231,1
12.0,1697.0384,0,0,0,0,0,0,0,0,0.0,336.22499999999997,11.999967765808105,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.0,0.0,-2.8833333333333333,1
35.0,3757.1108999999997,0,0,0,0,0,0,0,0,0.0,92.76285714285713,11.999967765808105,0.2571428571428571,0.37142857142857144,0.08571428571428572,0.0,0.0,-1.437142857142857,1
34.0,3644.9777999999997,0,0,0,0,0,0,0,0,0.0,97.69411764705882,11.999967765808105,0.2647058823529412,0.35294117647058826,0.11764705882352942,0.0,0.0,-1.3558823529411765,1
33.0,3547.8626000000004,0,0,0,0,0,0,0,0,0.0,88.67878787878787,11.999967765808105,0.2727272727272727,0.33333333333333337,0.12121212121212122,0.0,0.0,-1.3484848484848484,1
34.0,3658.0195999999996,0,0,0,0,0,0,0,0,0.0,94.23235294117647,11.999967765808105,0.2647058823529412,0.3235294117647059,0.11764705882352942,0.0,0.0,-1.3558823529411765,1
28.0,2970.2037,0,0,0,0,0,0,0,0,0.03571428571428572,49.57142857142858,4.0500284194946286,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.0,0.0,-0.11428571428571431,0
6.0,684.7152,0,0,0,0,0,0,0,0,0.16666666666666669,62.66666666666667,4.0500284194946286,0.33333333333333337,0.16666666666666669,0.33333333333333337,0.0,0.0,-0.10000000000000002,0
17.0,1788.9117,0,0,0,0,0,0,0,0,0.05882352941176471,1.3235294117647074,4.225945091247559,0.11764705882352942,0.4705882352941177,0.29411764705882354,0.0,0.0,-0.5176470588235295,0
7.0,737.7579999999999,0,0,0,0,0,0,0,0,0.0,51.471428571428575,4.353093910217285,0.4285714285714286,0.28571428571428575,0.14285714285714288,0.0,0.0,-0.5714285714285714,0
29.0,3252.9465,0,0,0,0,0,0,0,0,0.034482758620689655,21.80344827586207,4.751194190979004,0.41379310344827586,0.24137931034482757,0.4482758620689655,1490.0,1490.0,0.7068965517241379,0
34.0,3751.2216,0,0,0,0,0,0,0,0,0.029411764705882356,37.711764705882345,4.518154335021973,0.29411764705882354,0.3235294117647059,0.3235294117647059,1490.0,1490.0,-0.3764705882352941,0
19.0,2113.4777,0,0,0,0,0,0,0,0,0.052631578947368425,66.57368421052632,6.724814414978028,0.26315789473684215,0.10526315789473685,0.4736842105263158,0.0,125.0,0.39473684210526316,0
11.0,1511.8395,0,0,0,0,0,0,0,0,0.18181818181818182,113.23636363636363,9.5014310836792,0.2727272727272727,0.09090909090909091,0.18181818181818182,11000.0,11125.0,-1.6818181818181819,1
34.0,3938.5105999999996,0,0,0,0,0,0,0,0,0.08823529411764706,6.4911764705882335,8.033357048034667,0.2058823529411765,0.2058823529411765,0.44117647058823534,1490.0,1615.0,-0.18823529411764706,0
20.0,2253.4202,0,0,0,0,0,0,0,0,0.1,8.510000000000002,4.0500284194946286,0.15000000000000002,0.4,0.45,2980.0,2980.0,-0.365,0
33.0,3675.1306000000004,0,0,0,0,0,0,0,0,0.06060606060606061,53.00303030303029,6.752153968811036,0.33333333333333337,0.3939393939393939,0.2727272727272727,0.0,0.0,-0.6696969696969698,0
32.0,3795.1465,0,0,0,0,0,0,0,0,0.09375,63.25624999999999,4.098853111267089,0.34375,0.3125,0.375,5500.0,5500.0,-0.565625,0
5.0,520.491,0,0,0,0,0,0,0,0,0.0,29.540000000000003,4.207813453674317,0.2,0.8,0.0,0.0,0.0,-2.42,0
9.0,1025.0685,0,0,0,0,0,0,0,0,0.0,45.111111111111114,4.0500284194946286,0.6666666666666667,0.3333333333333333,0.0,0.0,0.0,-1.3666666666666667,0
23.0,3200.7526,1,0,0,0,0,1,0,0,0.17391304347826086,89.39130434782608,11.999967765808105,0.34782608695652173,0.13043478260869565,0.4782608695652174,22000.0,22000.0,-0.982608695652174,1
32.0,3681.0308000000005,0,0,0,0,0,0,0,0,0.0625,50.715625,4.590794563293457,0.3125,0.34375,0.34375,5500.0,5500.0,-0.596875,0
16.0,1795.0023999999999,0,0,0,0,0,0,0,0,0.0,4.06875,5.380913352966309,0.3125,0.3125,0.375,0.0,0.0,-0.28750000000000003,0
16.0,1745.91,0,0,0,0,0,0,0,0,0.0625,47.36874999999999,5.3206071853637695,0.1875,0.375,0.3125,1490.0,1490.0,-0.6062500000000001,0
19.0,2388.8548,0,0,0,0,0,0,0,0,0.15789473684210528,41.08947368421052,8.058241844177246,0.2105263157894737,0.2105263157894737,0.368421052631579,6990.0,7115.0,-0.03157894736842108,0
26.0,3196.5287,0,0,0,0,0,0,0,0,0.15384615384615385,52.59615384615385,4.965136146545409,0.2692307692307693,0.3076923076923077,0.2692307692307693,0.0,0.0,-0.7884615384615384,0
14.0,1542.6514,0,0,0,0,0,0,0,0,0.07142857142857144,17.65714285714286,5.3206071853637695,0.2857142857142857,0.14285714285714288,0.28571428571428575,0.0,0.0,-0.42142857142857143,0
12.0,1593.7592,0,0,0,0,0,0,0,0,0.25,-23.000000000000004,4.0500284194946286,0.08333333333333334,0.4166666666666667,0.41666666666666674,11000.0,11000.0,-0.7083333333333334,0
18.0,1947.1527,0,0,0,0,0,0,0,0,0.16666666666666669,43.744444444444454,6.743628120422364,0.16666666666666666,0.3333333333333333,0.3888888888888889,0.0,0.0,-0.12777777777777782,1
34.0,3946.3536999999997,0,0,0,0,0,0,0,0,0.14705882352941177,23.708823529411767,4.664969444274903,0.17647058823529413,0.29411764705882354,0.411764705882353,4470.0,4470.0,-0.4676470588235294,0
7.0,835.9042999999999,0,0,0,0,0,0,0,0,0.14285714285714288,-2.2,6.246173286437989,0.5714285714285715,0.14285714285714288,0.14285714285714288,0.0,0.0,-1.2857142857142858,0
43.0,4431.8384,0,0,0,0,0,0,0,0,0.09302325581395349,21.718604651162792,6.773127555847168,0.20930232558139533,0.37209302325581395,0.3023255813953488,5500.0,5500.0,-0.2441860465116279,0
19.0,2029.2383999999997,0,0,0,0,0,0,0,0,0.052631578947368425,46.4,5.718764305114747,0.26315789473684215,0.3157894736842105,0.31578947368421056,5500.0,5500.0,0.20526315789473681,0
18.0,2076.3278,0,0,0,0,0,0,0,0,0.16666666666666669,-3.6222222222222222,4.0500284194946286,0.16666666666666666,0.3888888888888889,0.5,0.0,0.0,0.5333333333333333,0
7.0,797.8329,0,0,0,0,0,0,0,0,0.14285714285714288,-3.5571428571428574,4.0500284194946286,0.14285714285714288,0.5714285714285715,0.28571428571428575,1490.0,1490.0,-0.8428571428571429,0
14.0,1517.5955,0,0,0,0,0,0,0,0,0.07142857142857144,9.285714285714286,4.0500284194946286,0.28571428571428575,0.3571428571428572,0.28571428571428575,0.0,0.0,-0.6428571428571429,0
11.0,1251.3622,0,0,0,0,0,0,0,0,0.09090909090909091,-25.95454545454545,4.0500284194946286,0.18181818181818182,0.36363636363636365,0.5454545454545454,5500.0,5500.0,0.12727272727272723,0
32.0,4068.7496,0,0,0,0,0,0,0,0,0.21875,65.353125,8.788281822204592,0.21875,0.1875,0.40625,15470.0,15595.0,-0.325,0
12.0,1347.5123999999998,0,0,0,0,0,0,0,0,0.08333333333333334,46.00000000000001,4.207813453674317,0.16666666666666669,0.41666666666666674,0.41666666666666674,1490.0,1490.0,-0.125,0
20.0,2183.5475,0,0,0,0,0,0,0,0,0.0,7.614999999999999,8.497013664245607,0.25,0.30000000000000004,0.45,0.0,0.0,0.08000000000000004,0
28.0,3027.3183,0,0,0,0,0,0,0,0,0.03571428571428572,53.64285714285715,4.246066093444825,0.32142857142857145,0.35714285714285715,0.28571428571428575,5500.0,5500.0,-0.40714285714285714,0
30.0,3319.9912999999997,0,0,0,0,0,0,0,0,0.03333333333333333,22.869999999999997,9.404599571228026,0.4,0.06666666666666667,0.5333333333333333,0.0,0.0,0.5133333333333333,0
28.0,3271.7128000000002,0,0,0,0,0,0,0,0,0.21428571428571427,18.20714285714286,6.211444664001465,0.4285714285714286,0.25000000000000006,0.4642857142857143,4470.0,4470.0,-0.12857142857142861,0
20.0,2231.4165,0,0,0,0,0,0,0,0,0.05,18.830000000000002,4.49769229888916,0.35000000000000003,0.35,0.2,0.0,0.0,-0.95,0
23.0,2720.1117,0,0,0,0,0,0,0,0,0.21739130434782608,-2.6782608695652166,8.192787361145019,0.30434782608695654,0.21739130434782608,0.43478260869565216,12490.0,12490.0,0.21739130434782605,0
6.0,632.6605,0,0,0,0,0,0,0,0,0.0,-5.816666666666667,4.0500284194946286,0.33333333333333337,0.5,0.5,0.0,0.0,-0.08333333333333338,0
19.0,2083.2264,0,0,0,0,0,0,0,0,0.052631578947368425,43.57368421052632,4.0500284194946286,0.5263157894736842,0.2631578947368421,0.368421052631579,0.0,0.0,0.0894736842105263,0
7.0,847.9513,0,0,0,0,0,0,0,0,0.14285714285714288,8.571428571428571,4.0500284194946286,0.14285714285714288,0.4285714285714286,0.5714285714285715,1490.0,1490.0,0.4142857142857142,0
8.0,900.0276000000001,0,0,0,0,0,0,0,0,0.0,73.575,4.0500284194946286,0.25,0.25,0.5,0.0,0.0,1.075,0
33.0,3850.2878,0,0,0,0,0,0,0,0,0.09090909090909091,40.02727272727273,6.280958747863769,0.21212121212121213,0.33333333333333337,0.24242424242424243,5500.0,5625.0,-0.6515151515151515,0
34.0,4015.6940999999997,0,0,0,0,0,0,0,0,0.08823529411764706,22.158823529411762,6.299942970275879,0.3823529411764706,0.14705882352941177,0.4705882352941177,1490.0,1490.0,-0.19999999999999998,0
18.0,1989.1861,0,0,0,0,0,0,0,0,0.05555555555555555,26.216666666666665,4.0500284194946286,0.2777777777777778,0.38888888888888884,0.4444444444444444,0.0,0.0,0.005555555555555554,0
12.0,1305.398,0,0,0,0,0,0,0,0,0.08333333333333334,11.41666666666667,6.744537544250489,0.08333333333333334,0.5833333333333334,0.16666666666666669,0.0,0.0,-1.4666666666666668,1
26.0,2608.8945999999996,0,0,0,0,0,0,0,0,0.0,-28.838461538461548,6.207522773742675,0.15384615384615385,0.46153846153846156,0.3846153846153846,0.0,0.0,-0.773076923076923,1
15.0,1677.8595999999998,0,0,0,0,0,0,0,0,0.0,27.71333333333333,9.98616886138916,0.13333333333333333,0.5333333333333333,0.2,0.0,0.0,-2.086666666666667,1
10.0,1153.1531,0,0,0,0,0,0,0,0,0.1,40.6,4.0500284194946286,0.5,0.2,0.2,0.0,0.0,-1.5699999999999998,0
9.0,1180.185,0,0,0,0,0,0,0,0,0.1111111111111111,93.93333333333335,4.679122352600097,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.0,-2.7222222222222223,0
18.0,2063.278,0,0,0,0,0,0,0,0,0.05555555555555555,13.377777777777778,6.753006553649903,0.2777777777777778,0.2222222222222222,0.2222222222222222,0.0,0.0,-0.9555555555555555,0
13.0,1385.5224999999998,0,0,0,0,0,0,0,0,0.0,2.7,4.558112144470216,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.0,0.0,-0.17692307692307688,0
23.0,2444.6499,0,0,0,0,0,0,0,0,0.13043478260869565,17.761304347826087,4.428973960876465,0.30434782608695654,0.3913043478260869,0.30434782608695654,1490.0,1490.0,-0.24347826086956523,0
19.0,2281.7168,0,0,0,0,0,0,0,0,0.10526315789473685,15.142105263157896,6.75204029083252,0.4736842105263158,0.15789473684210528,0.4210526315789474,5500.0,5500.0,0.37368421052631573,0
17.0,2221.0909,0,0,0,0,0,0,0,0,0.0,-17.2,4.160580253601075,0.0,0.6470588235294117,0.0,0.0,0.0,-3.8529411764705883,1
10.0,1374.3808,0,0,0,0,0,0,0,0,0.0,-28.7,6.145511436462402,0.0,0.5,0.0,0.0,0.0,-4.0,1
17.0,2124.3383,0,0,0,0,0,0,0,0,0.0,231.14117647058822,11.999967765808105,0.11764705882352942,0.35294117647058826,0.0,0.0,0.0,-2.923529411764706,1
22.0,2564.8356,0,0,0,0,0,0,0,0,0.0,206.91818181818178,11.999967765808105,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,-2.1363636363636362,1
7.0,838.9082999999999,0,0,0,0,0,0,0,0,0.0,-6.314285714285714,6.744537544250489,0.0,0.28571428571428575,0.4285714285714286,0.0,0.0,-1.3857142857142857,0
7.0,836.8675999999999,0,0,0,0,0,0,0,0,0.0,63.60000000000001,4.1373899459838865,0.5714285714285715,0.28571428571428575,0.0,0.0,0.0,-1.7285714285714284,0
33.0,3997.4239,0,0,0,0,0,0,0,0,0.09090909090909091,49.875757575757575,4.645644187927247,0.3333333333333333,0.15151515151515152,0.42424242424242425,4470.0,4470.0,-0.5757575757575758,0
24.0,3036.2934,0,0,0,0,0,0,0,0,0.125,37.866666666666674,10.283368110656735,0.25,0.20833333333333337,0.125,2980.0,2980.0,-2.4541666666666666,1
15.0,2007.2493,0,0,0,0,0,0,0,0,0.3333333333333333,31.333333333333332,9.526315879821777,0.26666666666666666,0.26666666666666666,0.4666666666666667,13980.0,13980.0,-1.0466666666666666,1
29.0,3156.4221,0,0,0,0,0,0,0,0,0.034482758620689655,47.13103448275863,4.926087760925292,0.3103448275862069,0.3448275862068966,0.3103448275862069,5500.0,5500.0,-0.2793103448275862,0
28.0,3163.3152,0,0,0,0,0,0,0,0,0.14285714285714288,46.56071428571429,4.0500284194946286,0.07142857142857144,0.5,0.3928571428571429,2980.0,2980.0,-0.525,0
17.0,1842.0589,0,0,0,0,0,0,0,0,0.0,-11.01764705882353,8.589977073669434,0.29411764705882354,0.35294117647058826,0.35294117647058826,0.0,0.0,-0.7058823529411765,0
24.0,2830.1760999999997,0,0,0,0,0,0,0,0,0.16666666666666669,14.570833333333333,6.745162773132326,0.16666666666666669,0.25,0.45833333333333337,2980.0,2980.0,-0.11666666666666665,0
22.0,2640.0885,0,0,0,0,0,0,0,0,0.13636363636363635,22.272727272727277,6.753006553649903,0.2727272727272727,0.09090909090909091,0.5454545454545454,5500.0,5500.0,0.6636363636363636,1
27.0,3204.7461,0,0,0,0,0,0,0,0,0.1111111111111111,22.774074074074072,6.913576698303221,0.2222222222222222,0.14814814814814814,0.48148148148148145,5500.0,5500.0,0.38518518518518513,1
32.0,3462.7279000000003,0,0,0,0,0,0,0,0,0.09375,57.084374999999994,4.952858924865722,0.34375,0.375,0.25,0.0,0.0,-1.0375,0
20.0,2231.5009,0,0,0,0,0,0,0,0,0.05,56.790000000000006,4.139095115661621,0.30000000000000004,0.4,0.4,1490.0,1490.0,-0.030000000000000034,0
7.0,760.7896999999999,0,0,0,0,0,0,0,0,0.0,4.457142857142857,4.274371910095215,0.28571428571428575,0.4285714285714286,0.28571428571428575,0.0,0.0,-0.9142857142857143,0
33.0,3445.9404,0,0,0,0,0,0,0,0,0.06060606060606061,87.07272727272725,8.175187492370608,0.33333333333333337,0.2727272727272727,0.30303030303030304,1490.0,1490.0,0.24545454545454545,0
35.0,3922.0942999999997,0,0,0,0,0,0,0,0,0.11428571428571428,52.44571428571428,4.356788444519044,0.37142857142857144,0.37142857142857144,0.2571428571428571,12490.0,12490.0,-1.162857142857143,0
10.0,1182.3317,0,0,0,0,0,0,0,0,0.1,20.720000000000002,9.598713874816895,0.30000000000000004,0.30000000000000004,0.30000000000000004,5500.0,5500.0,-0.99,0
11.0,1605.8167999999998,1,0,0,0,0,1,0,0,0.0,303.45454545454544,11.999967765808105,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,-4.1454545454545455,1
29.0,3176.5240000000003,0,0,0,0,0,0,0,0,0.13793103448275862,-5.63103448275862,8.288136100769044,0.24137931034482757,0.27586206896551724,0.3103448275862069,2980.0,2980.0,-0.07931034482758623,0
29.0,3498.0319,0,0,0,0,0,0,0,0,0.06896551724137931,60.020689655172426,5.695403480529785,0.5172413793103449,0.06896551724137931,0.3793103448275862,1490.0,1490.0,-0.6344827586206896,0
27.0,3071.5011,0,0,0,0,0,0,0,0,0.1111111111111111,63.292592592592584,4.130341911315917,0.37037037037037035,0.25925925925925924,0.4074074074074074,6990.0,6990.0,0.44814814814814813,0
27.0,2665.883,0,0,0,0,0,0,0,0,0.0,86.26296296296293,4.252716255187988,0.3333333333333333,0.4444444444444444,0.14814814814814814,0.0,0.0,-0.6777777777777778,0
17.0,1931.0639999999999,0,0,0,0,0,0,0,0,0.11764705882352942,67.7764705882353,4.0500284194946286,0.23529411764705885,0.411764705882353,0.23529411764705885,1490.0,1490.0,-0.6764705882352942,0
10.0,1164.2883,0,0,0,0,0,0,0,0,0.1,76.05,6.155287742614745,0.30000000000000004,0.4,0.1,1490.0,1490.0,-2.07,1
9.0,953.9029,0,0,0,0,0,0,0,0,0.1111111111111111,3.044444444444448,4.0500284194946286,0.4444444444444445,0.3333333333333333,0.2222222222222222,0.0,0.0,-1.2111111111111112,0
34.0,3730.3826,0,0,0,0,0,0,0,0,0.05882352941176471,52.36764705882353,4.783308219909667,0.3235294117647059,0.29411764705882354,0.3235294117647059,1490.0,1490.0,0.1588235294117647,0
22.0,2489.8597,0,0,0,0,0,0,0,0,0.045454545454545456,57.69090909090909,4.833781242370605,0.40909090909090906,0.22727272727272727,0.40909090909090906,0.0,0.0,-0.07727272727272728,0
22.0,2273.6983,0,0,0,0,0,0,0,0,0.0,80.16363636363637,6.280276679992675,0.7272727272727273,0.18181818181818182,0.13636363636363635,0.0,0.0,0.17727272727272725,0
24.0,2548.6767,0,0,0,0,0,0,0,0,0.04166666666666667,8.995833333333335,4.100899314880371,0.2916666666666667,0.5,0.16666666666666669,0.0,0.0,-0.9125000000000001,0
15.0,1892.0677,0,0,0,0,0,0,0,0,0.26666666666666666,46.06,4.407431983947753,0.5333333333333333,0.13333333333333333,0.4,8480.0,8480.0,-0.76,0
3.0,405.3573,0,0,0,0,0,0,0,0,0.0,224.00000000000003,4.0500284194946286,1.0,0.0,0.0,0.0,0.0,-3.5,1
5.0,547.5131,0,0,0,0,0,0,0,0,0.0,138.4,4.0500284194946286,1.0,0.0,0.0,0.0,0.0,-1.3800000000000001,0
13.0,1558.7423,0,0,0,0,0,0,0,0,0.0,109.53846153846155,10.267637825012205,0.6153846153846154,0.07692307692307693,0.07692307692307693,0.0,0.0,-2.553846153846154,1
8.0,932.03,0,0,0,0,0,0,0,0,0.0,90.25,6.325293159484863,1.0,0.0,0.0,0.0,0.0,-2.325,0
18.0,2155.051,0,0,0,0,0,0,0,0,0.05555555555555555,173.57777777777778,4.0500284194946286,0.6666666666666667,0.2222222222222222,0.1111111111111111,0.0,0.0,-2.0055555555555555,0
23.0,2923.1263999999996,0,0,0,0,0,0,0,0,0.0,296.85217391304343,6.542759132385254,0.4782608695652174,0.17391304347826086,0.08695652173913043,0.0,0.0,-2.630434782608696,1
7.0,905.0309,0,0,0,0,0,0,0,0,0.0,101.71428571428572,6.241796684265137,0.5714285714285715,0.14285714285714288,0.14285714285714288,0.0,0.0,-1.8285714285714287,0
23.0,2584.8449,0,0,0,0,0,0,0,0,0.043478260869565216,59.978260869565226,10.903747367858884,0.30434782608695654,0.34782608695652173,0.17391304347826086,0.0,0.0,-1.4739130434782608,0
5.0,627.601,0,0,0,0,0,0,0,0,0.0,43.14,4.130341911315917,0.4,0.2,0.2,0.0,0.0,-1.9,0
14.0,1683.7263999999998,0,0,0,0,0,0,0,0,0.14285714285714288,15.77142857142857,4.48598346710205,0.28571428571428575,0.3571428571428572,0.3571428571428572,1490.0,1490.0,-1.2428571428571427,0
14.0,1671.7205999999999,0,0,0,0,0,0,0,0,0.14285714285714288,4.014285714285714,4.719932746887206,0.14285714285714288,0.28571428571428575,0.5,5500.0,5500.0,-0.9285714285714286,0
28.0,3167.5244000000002,0,0,0,0,0,0,0,0,0.03571428571428572,8.567857142857147,4.441251182556152,0.32142857142857145,0.25,0.35714285714285715,5500.0,5500.0,-0.41428571428571426,0
15.0,1838.1412,0,0,0,0,0,0,0,0,0.13333333333333333,76.43333333333334,8.13715114593506,0.4,0.13333333333333333,0.2,1490.0,1615.0,-0.9533333333333334,0
7.0,736.861,0,0,0,0,0,0,0,0,0.0,81.22857142857143,6.080146598815917,0.28571428571428575,0.28571428571428575,0.14285714285714288,0.0,125.0,-3.172065784643304e-17,0
31.0,3403.9005,0,0,0,0,0,0,0,0,0.06451612903225806,23.125806451612902,6.869412803649904,0.3225806451612903,0.25806451612903225,0.3870967741935484,2980.0,2980.0,-0.17419354838709677,0
33.0,3692.1956,0,0,0,0,0,0,0,0,0.030303030303030304,32.74242424242425,9.972566032409667,0.21212121212121213,0.2727272727272727,0.3939393939393939,1490.0,1490.0,-0.3181818181818182,0
19.0,2126.5623,0,0,0,0,0,0,0,0,0.0,57.042105263157886,5.402910041809082,0.6842105263157895,0.2105263157894737,0.2631578947368421,0.0,0.0,0.23157894736842097,0
14.0,1703.0112,0,0,0,0,0,0,0,0,0.07142857142857144,16.042857142857144,6.325293159484863,0.6428571428571429,0.14285714285714288,0.3571428571428572,5500.0,5500.0,-0.65,0
26.0,2578.7837999999997,0,0,0,0,0,0,0,0,0.0,37.25000000000001,4.0500284194946286,0.3076923076923077,0.5,0.23076923076923078,0.0,0.0,-0.13461538461538464,0
44.0,5061.6406,0,0,0,0,0,0,0,0,0.18181818181818182,24.113636363636363,6.059911918640137,0.3181818181818182,0.22727272727272727,0.3181818181818182,2980.0,3105.0,-0.45909090909090916,0
25.0,2777.0841,0,0,0,0,0,0,0,0,0.04,48.11600000000001,4.14250545501709,0.4,0.24,0.44,1490.0,1490.0,0.08,0
11.0,1180.3075,0,0,0,0,0,0,0,0,0.0,119.07272727272729,4.0500284194946286,0.4545454545454546,0.2727272727272727,0.2727272727272727,0.0,0.0,-0.1,0
32.0,3848.3715,0,0,0,0,0,0,0,0,0.09375,49.89687500000001,8.276273918151858,0.21875,0.3125,0.3125,1490.0,1490.0,-0.83125,0
30.0,3173.2753999999995,0,0,0,0,0,0,0,0,0.06666666666666667,22.486666666666668,4.491155815124511,0.2,0.43333333333333335,0.26666666666666666,0.0,0.0,-0.78,0
25.0,2939.3383999999996,0,0,0,0,0,0,0,0,0.2,42.336000000000006,6.236112785339355,0.4,0.32,0.4,5960.0,5960.0,-0.28,0
9.0,1228.3503,0,0,0,0,0,0,0,0,0.2222222222222222,82.64444444444445,4.872715950012206,0.4444444444444444,0.1111111111111111,0.4444444444444444,2980.0,2980.0,-1.4666666666666666,0
18.0,1961.1332000000002,0,0,0,0,0,0,0,0,0.05555555555555555,49.544444444444444,4.252773094177246,0.2777777777777778,0.2222222222222222,0.3888888888888889,1490.0,1490.0,-0.3222222222222222,0
13.0,1494.561,0,0,0,0,0,0,0,0,0.0,9.230769230769232,6.326429939270019,0.46153846153846156,0.15384615384615385,0.3076923076923077,0.0,0.0,-2.161538461538462,0
28.0,3121.4525999999996,0,0,0,0,0,0,0,0,0.07142857142857144,16.035714285714285,5.057726860046387,0.35714285714285715,0.28571428571428575,0.35714285714285715,0.0,0.0,-0.3821428571428572,0
33.0,4075.6221000000005,0,0,0,0,0,0,0,0,0.09090909090909091,44.61545454545455,6.887601280212404,0.48484848484848486,0.12121212121212122,0.33333333333333337,2980.0,2980.0,-1.3242424242424242,0
10.0,1221.5548000000001,0,0,0,0,0,0,0,0,0.1,-16.47,10.002157020568848,0.6000000000000001,0.1,0.30000000000000004,0.0,0.0,-0.58,0
46.0,5408.0584,0,0,0,0,0,0,0,0,0.10869565217391304,6.982608695652173,5.196470832824706,0.43478260869565216,0.21739130434782608,0.34782608695652173,8480.0,8480.0,-0.6391304347826088,0
34.0,3523.0644,0,0,0,0,0,0,0,0,0.0,28.550000000000004,6.852531623840332,0.3823529411764706,0.29411764705882354,0.411764705882353,0.0,0.0,0.37941176470588234,0
84.0,8977.0476,0,0,0,0,0,0,0,0,0.07142857142857144,22.382142857142853,9.15555820465088,0.35714285714285715,0.25,0.2142857142857143,4470.0,4845.0,-0.6857142857142857,1
61.0,7409.350200000001,0,0,0,0,0,0,0,0,0.0819672131147541,67.51639344262294,10.972019386291507,0.39344262295081966,0.18032786885245902,0.29508196721311475,6990.0,6990.0,-1.3590163934426231,1
20.0,2458.8109,0,0,0,0,0,0,0,0,0.05,45.80500000000001,8.525250816345213,0.35,0.15000000000000002,0.35,1490.0,1490.0,-1.06,0
23.0,2608.9851,0,0,0,0,0,0,0,0,0.17391304347826086,10.221739130434782,8.52563762664795,0.3913043478260869,0.2608695652173913,0.3913043478260869,8480.0,8480.0,-0.10434782608695654,0
17.0,1849.2053999999998,0,0,0,0,0,0,0,0,0.0,33.97058823529412,8.355634498596196,0.35294117647058826,0.05882352941176471,0.4705882352941177,0.0,0.0,0.8176470588235294,0
